chunk,breath
1,9.84370449470925
2,11.890243902439025
3,13.771456596370768
4,12.239246815580577
5,10.300915008018096
6,11.619029885485519
7,14.172799127827748
8,11.149825783972123
9,13.239235304627458
10,12.685218648355615
11,14.425363276089854
12,13.967369677676071
13,12.561831358564346
14,12.996905498690774
15,11.049079243396388
16,15.990730011587495
17,15.324165029469528
18,10.708401976935777
19,15.079086115993029
20,15.099739079202092
