chunk,breath
1,14.166905649555492
2,13.660245183887914
3,13.280363223609532
4,13.3739759954277
5,14.80075901328274
6,14.064724304830584
7,14.002267573696148
8,14.044730856709622
9,13.950861338604906
10,13.205417607223467
11,13.851761846901589
12,12.820264913468062
13,13.471502590673552
14,14.641013608634426
15,13.7273064097814
16,13.910268443776987
17,13.222829158033502
18,14.715592868597343
19,14.774126337721386
20,13.17196735153397
21,13.903743315508011
