chunk,breath
1,15.433320142461417
2,15.304620818208571
3,15.688152475816498
4,14.19676214196762
5,15.129473377945882
6,15.691158156911591
7,14.869888475836424
8,14.871306005719724
9,15.558510638297875
10,14.660276289822392
11,14.195402298850563
12,14.974083317335376
13,15.527538155275398
14,14.755959137343915
15,14.79795105293113
16,14.512977951437337
17,14.563106796116488
18,15.215977705527202
19,14.51702959240645
20,14.538676607642103
21,14.512977951437337
