chunk,breath
1,14.768531667140014
2,12.340623545835268
3,13.136516742619387
4,15.098722415795587
5,14.615384615384615
6,13.812100344318754
7,14.459947311932858
8,14.318840579710141
9,14.309162885005303
10,14.119066773934032
11,12.938711367207958
12,14.227395118561624
13,14.11126187245588
14,14.067995310668236
15,14.124038026256207
16,14.417744916820734
17,14.359351988217945
18,15.103734439834028
19,14.372581536760622
20,14.50218462396578
21,13.856942496493659
