chunk,breath
1,15.038560411311053
2,14.134275618374557
3,14.280483339436108
4,14.511627906976738
5,14.492753623188403
6,14.36464088397789
7,14.329016257922293
8,12.342857142857143
9,12.967013736984848
10,13.247519442209688
11,15.004122011541632
12,14.076747720364743
13,13.75796178343951
14,13.449564134495649
15,13.137456723121524
16,14.514328247115756
17,13.328270362635276
18,13.892013498312709
19,15.31556802244036
20,15.27130337497667
21,13.825916596697416
