chunk,breath
1,12.194645299980456
2,13.7770753927675
3,9.940201940986176
4,16.24846131995077
5,13.570185880413883
6,14.479302023389646
7,17.022824406656355
8,10.390763765541738
9,14.561294337274424
10,13.948497854077269
11,13.63517175072109
12,14.722536806342037
13,13.13247673903409
14,17.153413089373704
15,14.065458479848532
16,12.471783295711033
17,17.584994138335297
18,9.687253020210015
19,13.290568307106335
20,14.189965530448049
21,12.689374682257238
