chunk,breath
1,11.210348013550968
2,12.72984441301273
3,12.084101807451123
4,13.476562499999995
5,12.762973352033654
6,13.70344342937457
7,14.27063542326366
8,14.808043875685561
9,13.594534300055777
10,13.585063396962521
11,14.829941553411707
12,14.503325466638058
13,14.963762967173505
14,14.760302775441525
15,13.979496738117433
16,15.365533343061385
17,15.40712561270025
