time,ecg,peak
1757168824675.0325,1388,0
1757168824682.7249,436,0
1757168824690.4172,-416,0
1757168824698.1096,-278,0
1757168824705.802,-6,0
1757168824713.4944,-174,0
1757168824721.1868,-227,0
1757168824728.8792,-119,0
1757168824736.5715,-131,0
1757168824744.264,-151,0
1757168824751.9563,-103,0
1757168824759.6487,-87,0
1757168824767.341,-96,0
1757168824775.0334,-78,0
1757168824782.7258,-57,0
1757168824790.4182,-48,0
1757168824798.1106,-29,0
1757168824805.803,-11,0
1757168824813.4954,2,0
1757168824821.1877,20,0
1757168824828.8801,41,0
1757168824836.5725,64,0
1757168824844.265,87,0
1757168824851.9573,108,0
1757168824859.6497,124,0
1757168824867.342,137,0
1757168824875.0344,142,0
1757168824882.7268,140,0
1757168824890.4192,128,0
1757168824898.1116,103,0
1757168824905.804,73,0
1757168824913.4963,41,0
1757168824921.1887,4,0
1757168824928.881,-36,0
1757168824936.5735,-71,0
1757168824944.2659,-98,0
1757168824951.9583,-119,0
1757168824959.6506,-133,0
1757168824967.343,-135,0
1757168824975.0354,-135,0
1757168824982.7278,-131,0
1757168824990.4202,-128,0
1757168824998.1125,-128,0
1757168825005.805,-121,0
1757168825013.4973,-117,0
1757168825021.1897,-112,0
1757168825028.882,-105,0
1757168825036.5745,-98,0
1757168825044.2668,-96,0
1757168825051.9592,-91,0
1757168825059.6516,-89,0
1757168825067.344,-82,0
1757168825075.0364,-75,0
1757168825082.7288,-75,0
1757168825090.4211,-75,0
1757168825098.1135,-73,0
1757168825105.806,-71,0
1757168825113.4983,-68,0
1757168825121.1907,-66,0
1757168825128.883,-66,0
1757168825136.5754,-68,0
1757168825144.2678,-78,0
1757168825151.9602,-85,0
1757168825159.6526,-80,0
1757168825167.345,-71,0
1757168825153.811,-73,0
1757168825161.5034,-73,0
1757168825169.1958,-68,0
1757168825176.8882,-71,0
1757168825184.5806,-71,0
1757168825192.273,-66,0
1757168825199.9653,-64,0
1757168825207.6577,-62,0
1757168825215.35,-64,0
1757168825223.0425,-66,0
1757168825230.7349,-64,0
1757168825238.4272,-68,0
1757168825246.1196,-80,0
1757168825253.812,-73,0
1757168825261.5044,-59,0
1757168825269.1968,-57,0
1757168825276.8892,-59,0
1757168825284.5815,-57,0
1757168825292.274,-52,0
1757168825299.9663,-48,0
1757168825307.6587,-48,0
1757168825315.351,-50,0
1757168825323.0435,-48,0
1757168825330.7358,-48,0
1757168825338.4282,-45,0
1757168825346.1206,-43,0
1757168825353.813,-43,0
1757168825361.5054,-43,0
1757168825369.1978,-43,0
1757168825376.8901,-43,0
1757168825384.5825,-43,0
1757168825392.275,-36,0
1757168825399.9673,-36,0
1757168825407.6597,-41,0
1757168825415.352,-39,0
1757168825423.0444,-36,0
1757168825430.7368,-34,0
1757168825438.4292,-34,0
1757168825446.1216,-36,0
1757168825453.814,-41,0
1757168825461.5063,-39,0
1757168825469.1987,-34,0
1757168825476.891,-29,0
1757168825484.5835,-29,0
1757168825492.276,-27,0
1757168825499.9683,-16,0
1757168825507.6606,-9,0
1757168825515.353,-6,0
1757168825523.0454,0,0
1757168825530.7378,9,0
1757168825538.4302,0,0
1757168825546.1226,-25,0
1757168825553.815,-43,0
1757168825561.5073,-41,0
1757168825569.1997,-29,0
1757168825576.892,-22,0
1757168825584.5845,-29,0
1757168825592.2769,-73,0
1757168825599.9692,-133,0
1757168825607.6616,-39,0
1757168825615.354,409,0
1757168825623.0464,1078,0
1757168825630.7388,1551,0
1757168825638.4312,1292,0
1757168825646.1235,223,0
1757168825653.816,-501,0
1757168825661.5083,-239,0
1757168825669.2007,-18,0
1757168825676.893,-204,0
1757168825684.5854,-213,0
1757168825692.2778,-114,0
1757168825699.9702,-142,0
1757168825707.6626,-147,0
1757168825737.6494,-96,0
1757168825745.3418,-91,0
1757168825753.0342,-98,0
1757168825760.7266,-75,0
1757168825768.419,-57,0
1757168825776.1113,-48,0
1757168825783.8037,-32,0
1757168825791.496,-11,0
1757168825799.1885,-2,0
1757168825806.8809,4,0
1757168825814.5732,25,0
1757168825822.2656,59,0
1757168825829.958,85,0
1757168825837.6504,103,0
1757168825845.3428,124,0
1757168825853.0352,140,0
1757168825860.7275,144,0
1757168825868.42,137,0
1757168825876.1123,124,0
1757168825883.8047,101,0
1757168825891.497,66,0
1757168825899.1895,29,0
1757168825906.8818,-9,0
1757168825914.5742,-48,0
1757168825922.2666,-85,0
1757168825929.959,-117,0
1757168825937.6514,-144,0
1757168825945.3438,-154,0
1757168825953.0361,-151,0
1757168825960.7285,-151,0
1757168825968.421,-151,0
1757168825976.1133,-149,0
1757168825983.8057,-144,0
1757168825991.498,-137,0
1757168825999.1904,-126,0
1757168826006.8828,-121,0
1757168826014.5752,-117,0
1757168826022.2676,-112,0
1757168826029.96,-114,0
1757168826037.6523,-105,0
1757168826045.3447,-89,0
1757168826053.037,-82,0
1757168826060.7295,-87,0
1757168826068.4219,-85,0
1757168826076.1143,-80,0
1757168826083.8066,-80,0
1757168826091.499,-75,0
1757168826099.1914,-75,0
1757168826106.8838,-78,0
1757168826114.5762,-78,0
1757168826122.2686,-85,0
1757168826129.961,-87,0
1757168826137.6533,-80,0
1757168826145.3457,-78,0
1757168826153.038,-85,0
1757168826160.7305,-94,0
1757168826168.4229,-98,0
1757168826176.1152,-87,0
1757168826183.8076,-78,0
1757168826191.5,-75,0
1757168826199.1924,-73,0
1757168826206.8848,-75,0
1757168826214.5771,-78,0
1757168826222.2695,-73,0
1757168826229.962,-64,0
1757168826237.6543,-62,0
1757168826245.3467,-64,0
1757168826253.039,-66,0
1757168826260.7314,-68,0
1757168826268.4238,-66,0
1757168826276.1162,-59,0
1757168826283.8086,-59,0
1757168826291.501,-59,0
1757168826282.622,-62,0
1757168826290.3145,-64,0
1757168826298.0068,-59,0
1757168826305.6992,-52,0
1757168826313.3916,-50,0
1757168826321.084,-50,0
1757168826328.7764,-55,0
1757168826336.4688,-57,0
1757168826344.1611,-52,0
1757168826351.8535,-45,0
1757168826359.546,-48,0
1757168826367.2383,-52,0
1757168826374.9307,-64,0
1757168826382.623,-66,0
1757168826390.3154,-50,0
1757168826398.0078,-41,0
1757168826405.7002,-45,0
1757168826413.3926,-43,0
1757168826421.085,-41,0
1757168826428.7773,-36,0
1757168826436.4697,-16,0
1757168826444.162,0,0
1757168826451.8545,2,0
1757168826459.5469,2,0
1757168826467.2393,-6,0
1757168826474.9316,-27,0
1757168826482.624,-36,0
1757168826490.3164,-36,0
1757168826498.0088,-34,0
1757168826505.7012,-34,0
1757168826513.3936,-39,0
1757168826521.086,-64,0
1757168826528.7783,-119,0
1757168826536.4707,-64,0
1757168826544.163,328,0
1757168826551.8555,990,0
1757168826559.5479,1515,0
1757168826567.2402,1393,0
1757168826574.9326,416,0
1757168826582.625,-446,0
1757168826590.3174,-308,0
1757168826598.0098,-22,0
1757168826605.7021,-174,0
1757168826613.3945,-223,0
1757168826621.087,-114,0
1757168826628.7793,-124,0
1757168826636.4717,-147,0
1757168826644.164,-108,0
1757168826651.8564,-103,0
1757168826659.5488,-103,0
1757168826667.2412,-73,0
1757168826674.9336,-55,0
1757168826682.626,-48,0
1757168826690.3184,-29,0
1757168826698.0107,-9,0
1757168826705.7031,6,0
1757168826713.3955,29,0
1757168826721.088,52,0
1757168826728.7803,71,0
1757168826736.4727,94,0
1757168826744.165,119,0
1757168826751.8574,140,0
1757168826759.5498,154,0
1757168826767.2422,163,0
1757168826774.9346,158,0
1757168826782.627,140,0
1757168826790.3193,112,0
1757168826798.0117,82,0
1757168826805.704,48,0
1757168826813.3965,6,0
1757168826821.0889,-41,0
1757168826828.7812,-80,0
1757168826836.4736,-108,0
1757168826817.6528,-121,0
1757168826825.3452,-131,0
1757168826833.0376,-135,0
1757168826840.73,-140,0
1757168826848.4224,-140,0
1757168826856.1147,-133,0
1757168826863.8071,-128,0
1757168826871.4995,-121,0
1757168826879.192,-119,0
1757168826886.8843,-124,0
1757168826894.5767,-124,0
1757168826902.269,-108,0
1757168826909.9614,-94,0
1757168826917.6538,-89,0
1757168826925.3462,-82,0
1757168826933.0386,-75,0
1757168826940.731,-73,0
1757168826948.4233,-68,0
1757168826956.1157,-64,0
1757168826963.808,-59,0
1757168826971.5005,-55,0
1757168826979.1929,-57,0
1757168826986.8853,-57,0
1757168826994.5776,-55,0
1757168827002.27,-57,0
1757168827009.9624,-57,0
1757168827017.6548,-55,0
1757168827025.3472,-59,0
1757168827033.0396,-62,0
1757168827040.732,-62,0
1757168827048.4243,-62,0
1757168827056.1167,-59,0
1757168827063.809,-57,0
1757168827071.5015,-57,0
1757168827079.1938,-55,0
1757168827086.8862,-55,0
1757168827094.5786,-55,0
1757168827102.271,-52,0
1757168827109.9634,-52,0
1757168827117.6558,-52,0
1757168827125.3481,-55,0
1757168827133.0405,-62,0
1757168827140.733,-62,0
1757168827148.4253,-50,0
1757168827156.1177,-48,0
1757168827163.81,-48,0
1757168827171.5024,-41,0
1757168827179.1948,-39,0
1757168827186.8872,-41,0
1757168827194.5796,-39,0
1757168827202.272,-36,0
1757168827209.9644,-36,0
1757168827217.6567,-34,0
1757168827225.349,-34,0
1757168827233.0415,-34,0
1757168827240.734,-29,0
1757168827248.4263,-32,0
1757168827256.1187,-34,0
1757168827263.811,-27,0
1757168827271.5034,-25,0
1757168827279.1958,-27,0
1757168827286.8882,-27,0
1757168827294.5806,-27,0
1757168827302.273,-27,0
1757168827309.9653,-22,0
1757168827317.6577,-22,0
1757168827325.35,-22,0
1757168827333.0425,-22,0
1757168827340.7349,-22,0
1757168827348.4272,-20,0
1757168827356.1196,-18,0
1757168827363.812,-16,0
1757168827371.5044,-20,0
1757168827359.0693,-20,0
1757168827366.7617,-16,0
1757168827374.454,-6,0
1757168827382.1465,9,0
1757168827389.8389,16,0
1757168827397.5312,18,0
1757168827405.2236,13,0
1757168827412.916,-4,0
1757168827420.6084,-16,0
1757168827428.3008,-20,0
1757168827435.9932,-22,0
1757168827443.6855,-22,0
1757168827451.378,-18,0
1757168827459.0703,-22,0
1757168827466.7627,-50,0
1757168827474.455,-110,0
1757168827482.1475,-59,0
1757168827489.8398,326,0
1757168827497.5322,970,0
1757168827505.2246,1496,0
1757168827512.917,1416,0
1757168827520.6094,487,0
1757168827528.3018,-367,0
1757168827535.9941,-266,0
1757168827543.6865,-4,0
1757168827551.379,-158,0
1757168827559.0713,-213,0
1757168827566.7637,-108,0
1757168827574.456,-117,0
1757168827582.1484,-144,0
1757168827589.8408,-103,0
1757168827597.5332,-85,0
1757168827605.2256,-85,0
1757168827612.918,-73,0
1757168827620.6104,-66,0
1757168827628.3027,-57,0
1757168827635.995,-32,0
1757168827643.6875,-9,0
1757168827651.38,6,0
1757168827659.0723,27,0
1757168827666.7646,48,0
1757168827674.457,68,0
1757168827682.1494,87,0
1757168827689.8418,110,0
1757168827697.5342,133,0
1757168827705.2266,147,0
1757168827712.919,151,0
1757168827720.6113,144,0
1757168827728.3037,128,0
1757168827735.996,108,0
1757168827743.6885,82,0
1757168827751.3809,52,0
1757168827759.0732,13,0
1757168827766.7656,-29,0
1757168827774.458,-66,0
1757168827782.1504,-89,0
1757168827789.8428,-105,0
1757168827797.5352,-119,0
1757168827805.2275,-128,0
1757168827812.92,-135,0
1757168827820.6123,-133,0
1757168827828.3047,-124,0
1757168827835.997,-117,0
1757168827843.6895,-112,0
1757168827851.3818,-110,0
1757168827859.0742,-110,0
1757168827866.7666,-103,0
1757168827874.459,-91,0
1757168827882.1514,-85,0
1757168827889.8438,-85,0
1757168827897.5361,-80,0
1757168827905.2285,-80,0
1757168827912.921,-75,0
1757168827988.8245,-66,0
1757168827996.5168,-64,0
1757168828004.2092,-66,0
1757168828011.9016,-73,0
1757168828019.594,-85,0
1757168828027.2864,-80,0
1757168828034.9788,-64,0
1757168828042.6711,-62,0
1757168828050.3635,-64,0
1757168828058.056,-64,0
1757168828065.7483,-68,0
1757168828073.4407,-68,0
1757168828081.133,-62,0
1757168828088.8254,-59,0
1757168828096.5178,-62,0
1757168828104.2102,-66,0
1757168828111.9026,-68,0
1757168828119.595,-64,0
1757168828127.2874,-59,0
1757168828134.9797,-55,0
1757168828142.672,-57,0
1757168828150.3645,-59,0
1757168828158.057,-62,0
1757168828165.7493,-55,0
1757168828173.4417,-52,0
1757168828181.134,-55,0
1757168828188.8264,-62,0
1757168828196.5188,-71,0
1757168828204.2112,-64,0
1757168828211.9036,-50,0
1757168828219.596,-48,0
1757168828227.2883,-48,0
1757168828234.9807,-48,0
1757168828242.673,-48,0
1757168828250.3655,-50,0
1757168828258.0579,-45,0
1757168828265.7502,-41,0
1757168828273.4426,-41,0
1757168828281.135,-41,0
1757168828288.8274,-43,0
1757168828296.5198,-45,0
1757168828304.2122,-43,0
1757168828311.9045,-41,0
1757168828319.597,-39,0
1757168828327.2893,-36,0
1757168828334.9817,-41,0
1757168828342.674,-43,0
1757168828350.3665,-39,0
1757168828358.0588,-34,0
1757168828365.7512,-39,0
1757168828373.4436,-41,0
1757168828381.136,-39,0
1757168828388.8284,-39,0
1757168828396.5208,-39,0
1757168828404.2131,-36,0
1757168828411.9055,-34,0
1757168828419.598,-34,0
1757168828427.2903,-39,0
1757168828434.9827,-36,0
1757168828442.675,-18,0
1757168828450.3674,-2,0
1757168828458.0598,2,0
1757168828465.7522,0,0
1757168828473.4446,0,0
1757168828481.137,-11,0
1757168828488.8293,-29,0
1757168828496.5217,-39,0
1757168828504.214,-36,0
1757168828511.9065,-36,0
1757168828519.5989,-36,0
1757168828527.2913,-45,0
1757168828534.9836,-87,0
1757168828542.676,-128,0
1757168828527.9265,18,0
1757168828535.619,514,0
1757168828543.3113,1167,0
1757168828551.0037,1544,0
1757168828558.696,1135,0
1757168828566.3884,59,0
1757168828574.0808,-491,0
1757168828581.7732,-190,0
1757168828589.4656,-62,0
1757168828597.158,-232,0
1757168828604.8503,-195,0
1757168828612.5427,-117,0
1757168828620.235,-165,0
1757168828627.9275,-174,0
1757168828635.6199,-124,0
1757168828643.3123,-105,0
1757168828651.0046,-101,0
1757168828658.697,-78,0
1757168828666.3894,-59,0
1757168828674.0818,-57,0
1757168828681.7742,-52,0
1757168828689.4666,-27,0
1757168828697.159,4,0
1757168828704.8513,25,0
1757168828712.5437,39,0
1757168828720.236,59,0
1757168828727.9285,82,0
1757168828735.6208,103,0
1757168828743.3132,121,0
1757168828751.0056,133,0
1757168828758.698,133,0
1757168828766.3904,128,0
1757168828774.0828,112,0
1757168828781.7751,82,0
1757168828789.4675,55,0
1757168828797.16,22,0
1757168828804.8523,-20,0
1757168828812.5447,-68,0
1757168828820.237,-103,0
1757168828827.9294,-126,0
1757168828835.6218,-144,0
1757168828843.3142,-160,0
1757168828851.0066,-167,0
1757168828858.699,-170,0
1757168828866.3914,-163,0
1757168828874.0837,-154,0
1757168828881.7761,-149,0
1757168828889.4685,-149,0
1757168828897.161,-149,0
1757168828904.8533,-142,0
1757168828912.5457,-133,0
1757168828920.238,-131,0
1757168828927.9304,-124,0
1757168828935.6228,-119,0
1757168828943.3152,-117,0
1757168828951.0076,-112,0
1757168828958.7,-108,0
1757168828966.3923,-108,0
1757168828974.0847,-103,0
1757168828981.777,-98,0
1757168828989.4695,-105,0
1757168828997.1619,-103,0
1757168829004.8542,-101,0
1757168829012.5466,-108,0
1757168829020.239,-110,0
1757168829027.9314,-108,0
1757168829035.6238,-110,0
1757168829043.3162,-108,0
1757168829051.0085,-108,0
1757168829058.701,-114,0
1757168829066.3933,-114,0
1757168829074.0857,-112,0
1757168829081.778,-117,0
1757168829115.4197,-114,0
1757168829123.112,-110,0
1757168829130.8044,-110,0
1757168829138.4968,-114,0
1757168829146.1892,-117,0
1757168829153.8816,-114,0
1757168829161.574,-108,0
1757168829169.2664,-105,0
1757168829176.9587,-112,0
1757168829184.6511,-121,0
1757168829192.3435,-133,0
1757168829200.036,-137,0
1757168829207.7283,-131,0
1757168829215.4207,-119,0
1757168829223.113,-112,0
1757168829230.8054,-114,0
1757168829238.4978,-114,0
1757168829246.1902,-110,0
1757168829253.8826,-101,0
1757168829261.575,-101,0
1757168829269.2673,-103,0
1757168829276.9597,-105,0
1757168829284.652,-105,0
1757168829292.3445,-101,0
1757168829300.0369,-96,0
1757168829307.7292,-98,0
1757168829315.4216,-103,0
1757168829323.114,-103,0
1757168829330.8064,-101,0
1757168829338.4988,-98,0
1757168829346.1912,-96,0
1757168829353.8835,-96,0
1757168829361.576,-101,0
1757168829369.2683,-96,0
1757168829376.9607,-85,0
1757168829384.653,-71,0
1757168829392.3455,-64,0
1757168829400.0378,-64,0
1757168829407.7302,-62,0
1757168829415.4226,-73,0
1757168829423.115,-96,0
1757168829430.8074,-103,0
1757168829438.4998,-96,0
1757168829446.1921,-96,0
1757168829453.8845,-98,0
1757168829461.577,-101,0
1757168829469.2693,-126,0
1757168829476.9617,-179,0
1757168829484.654,-126,0
1757168829492.3464,250,0
1757168829500.0388,908,0
1757168829507.7312,1439,0
1757168829515.4236,1324,0
1757168829523.116,358,0
1757168829530.8083,-510,0
1757168829538.5007,-390,0
1757168829546.193,-94,0
1757168829553.8855,-229,0
1757168829561.578,-282,0
1757168829569.2703,-172,0
1757168829576.9626,-181,0
1757168829584.655,-209,0
1757168829592.3474,-170,0
1757168829600.0398,-151,0
1757168829607.7322,-151,0
1757168829615.4246,-128,0
1757168829623.117,-110,0
1757168829630.8093,-103,0
1757168829638.5017,-87,0
1757168829646.194,-68,0
1757168829653.8865,-48,0
1757168829661.5789,-29,0
1757168829669.2712,-4,0
1757168829654.7283,18,0
1757168829662.4207,36,0
1757168829670.113,57,0
1757168829677.8054,85,0
1757168829685.4978,94,0
1757168829693.1902,94,0
1757168829700.8826,89,0
1757168829708.575,71,0
1757168829716.2673,41,0
1757168829723.9597,20,0
1757168829731.652,-6,0
1757168829739.3445,-50,0
1757168829747.0369,-101,0
1757168829754.7292,-151,0
1757168829762.4216,-181,0
1757168829770.114,-181,0
1757168829777.8064,-183,0
1757168829785.4988,-193,0
1757168829793.1912,-195,0
1757168829800.8835,-195,0
1757168829808.576,-190,0
1757168829816.2683,-174,0
1757168829823.9607,-167,0
1757168829831.653,-160,0
1757168829839.3455,-156,0
1757168829847.0378,-154,0
1757168829854.7302,-142,0
1757168829862.4226,-131,0
1757168829870.115,-126,0
1757168829877.8074,-117,0
1757168829885.4998,-112,0
1757168829893.1921,-112,0
1757168829900.8845,-105,0
1757168829908.577,-96,0
1757168829916.2693,-91,0
1757168829923.9617,-89,0
1757168829931.654,-89,0
1757168829939.3464,-91,0
1757168829947.0388,-89,0
1757168829954.7312,-82,0
1757168829962.4236,-82,0
1757168829970.116,-82,0
1757168829977.8083,-85,0
1757168829985.5007,-87,0
1757168829993.193,-82,0
1757168830000.8855,-75,0
1757168830008.578,-75,0
1757168830016.2703,-75,0
1757168830023.9626,-75,0
1757168830031.655,-75,0
1757168830039.3474,-71,0
1757168830047.0398,-66,0
1757168830054.7322,-66,0
1757168830062.4246,-64,0
1757168830070.117,-66,0
1757168830077.8093,-68,0
1757168830085.5017,-62,0
1757168830093.194,-57,0
1757168830100.8865,-57,0
1757168830108.5789,-55,0
1757168830116.2712,-57,0
1757168830123.9636,-57,0
1757168830131.656,-50,0
1757168830139.3484,-48,0
1757168830147.0408,-45,0
1757168830154.7332,-48,0
1757168830162.4255,-50,0
1757168830170.118,-48,0
1757168830177.8103,-43,0
1757168830185.5027,-48,0
1757168830193.195,-55,0
1757168830200.8875,-52,0
1757168830208.5798,-45,0
1757168830193.6956,-43,0
1757168830201.388,-41,0
1757168830209.0803,-36,0
1757168830216.7727,-34,0
1757168830224.465,-34,0
1757168830232.1575,-36,0
1757168830239.8499,-36,0
1757168830247.5422,-29,0
1757168830255.2346,-27,0
1757168830262.927,-29,0
1757168830270.6194,-39,0
1757168830278.3118,-45,0
1757168830286.0042,-25,0
1757168830293.6965,4,0
1757168830301.389,9,0
1757168830309.0813,11,0
1757168830316.7737,13,0
1757168830324.466,-2,0
1757168830332.1584,-22,0
1757168830339.8508,-27,0
1757168830347.5432,-25,0
1757168830355.2356,-22,0
1757168830362.928,-25,0
1757168830370.6204,-29,0
1757168830378.3127,-62,0
1757168830386.0051,-121,0
1757168830393.6975,-62,0
1757168830401.39,342,0
1757168830409.0823,993,0
1757168830416.7747,1510,0
1757168830424.467,1402,0
1757168830432.1594,448,0
1757168830439.8518,-388,0
1757168830447.5442,-264,0
1757168830455.2366,-11,0
1757168830462.929,-174,0
1757168830470.6213,-223,0
1757168830478.3137,-117,0
1757168830486.006,-126,0
1757168830493.6985,-151,0
1757168830501.3909,-110,0
1757168830509.0833,-91,0
1757168830516.7756,-96,0
1757168830524.468,-78,0
1757168830532.1604,-59,0
1757168830539.8528,-50,0
1757168830547.5452,-36,0
1757168830555.2375,-16,0
1757168830562.93,0,0
1757168830570.6223,20,0
1757168830578.3147,43,0
1757168830586.007,64,0
1757168830593.6995,82,0
1757168830601.3918,105,0
1757168830609.0842,124,0
1757168830616.7766,137,0
1757168830624.469,144,0
1757168830632.1614,140,0
1757168830639.8538,124,0
1757168830647.5461,98,0
1757168830655.2385,73,0
1757168830662.931,41,0
1757168830670.6233,0,0
1757168830678.3157,-48,0
1757168830686.008,-82,0
1757168830693.7004,-101,0
1757168830701.3928,-119,0
1757168830709.0852,-131,0
1757168830716.7776,-133,0
1757168830724.47,-137,0
1757168830732.1624,-135,0
1757168830739.8547,-128,0
1757168830747.547,-124,0
1757168830732.9917,-119,0
1757168830740.684,-112,0
1757168830748.3765,-110,0
1757168830756.0688,-103,0
1757168830763.7612,-96,0
1757168830771.4536,-96,0
1757168830779.146,-89,0
1757168830786.8384,-89,0
1757168830794.5308,-98,0
1757168830802.2231,-89,0
1757168830809.9155,-71,0
1757168830817.608,-68,0
1757168830825.3003,-66,0
1757168830832.9927,-59,0
1757168830840.685,-59,0
1757168830848.3774,-57,0
1757168830856.0698,-55,0
1757168830863.7622,-52,0
1757168830871.4546,-52,0
1757168830879.147,-55,0
1757168830886.8394,-55,0
1757168830894.5317,-52,0
1757168830902.224,-52,0
1757168830909.9165,-55,0
1757168830917.609,-55,0
1757168830925.3013,-59,0
1757168830932.9937,-57,0
1757168830940.686,-52,0
1757168830948.3784,-52,0
1757168830956.0708,-52,0
1757168830963.7632,-50,0
1757168830971.4556,-45,0
1757168830979.148,-48,0
1757168830986.8403,-48,0
1757168830994.5327,-41,0
1757168831002.225,-43,0
1757168831009.9175,-48,0
1757168831017.6099,-45,0
1757168831025.3022,-43,0
1757168831032.9946,-43,0
1757168831040.687,-43,0
1757168831048.3794,-43,0
1757168831056.0718,-43,0
1757168831063.7642,-41,0
1757168831071.4565,-39,0
1757168831079.149,-34,0
1757168831086.8413,-34,0
1757168831094.5337,-39,0
1757168831102.226,-39,0
1757168831109.9185,-39,0
1757168831117.6108,-36,0
1757168831125.3032,-34,0
1757168831132.9956,-32,0
1757168831140.688,-36,0
1757168831148.3804,-36,0
1757168831156.0728,-39,0
1757168831163.7651,-43,0
1757168831171.4575,-39,0
1757168831179.15,-32,0
1757168831186.8423,-32,0
1757168831194.5347,-32,0
1757168831202.227,-27,0
1757168831209.9194,-25,0
1757168831217.6118,-25,0
1757168831225.3042,-22,0
1757168831232.9966,-22,0
1757168831240.689,-20,0
1757168831248.3813,-6,0
1757168831256.0737,9,0
1757168831263.766,16,0
1757168831271.4585,16,0
1757168831279.151,6,0
1757168831286.8433,-11,0
1757168831318.8086,-27,0
1757168831326.501,-29,0
1757168831334.1934,-22,0
1757168831341.8857,-22,0
1757168831349.5781,-34,0
1757168831357.2705,-59,0
1757168831364.963,-108,0
1757168831372.6553,-121,0
1757168831380.3477,98,0
1757168831388.04,664,0
1757168831395.7324,1305,0
1757168831403.4248,1554,0
1757168831411.1172,949,0
1757168831418.8096,-112,0
1757168831426.502,-423,0
1757168831434.1943,-78,0
1757168831441.8867,-68,0
1757168831449.579,-232,0
1757168831457.2715,-156,0
1757168831464.9639,-103,0
1757168831472.6562,-149,0
1757168831480.3486,-126,0
1757168831488.041,-91,0
1757168831495.7334,-96,0
1757168831503.4258,-85,0
1757168831511.1182,-62,0
1757168831518.8105,-52,0
1757168831526.503,-39,0
1757168831534.1953,-22,0
1757168831541.8877,-6,0
1757168831549.58,11,0
1757168831557.2725,34,0
1757168831564.9648,55,0
1757168831572.6572,75,0
1757168831580.3496,96,0
1757168831588.042,114,0
1757168831595.7344,131,0
1757168831603.4268,140,0
1757168831611.1191,142,0
1757168831618.8115,133,0
1757168831626.504,110,0
1757168831634.1963,85,0
1757168831641.8887,57,0
1757168831649.581,20,0
1757168831657.2734,-22,0
1757168831664.9658,-66,0
1757168831672.6582,-101,0
1757168831680.3506,-124,0
1757168831688.043,-142,0
1757168831695.7354,-156,0
1757168831703.4277,-151,0
1757168831711.12,-142,0
1757168831718.8125,-147,0
1757168831726.505,-149,0
1757168831734.1973,-137,0
1757168831741.8896,-128,0
1757168831749.582,-121,0
1757168831757.2744,-114,0
1757168831764.9668,-110,0
1757168831772.6592,-105,0
1757168831780.3516,-98,0
1757168831788.044,-89,0
1757168831795.7363,-82,0
1757168831803.4287,-87,0
1757168831811.121,-87,0
1757168831818.8135,-78,0
1757168831826.5059,-68,0
1757168831834.1982,-71,0
1757168831841.8906,-68,0
1757168831849.583,-71,0
1757168831857.2754,-73,0
1757168831864.9678,-66,0
1757168831872.6602,-62,0
1757168831903.777,-62,0
1757168831911.4695,-66,0
1757168831919.1619,-73,0
1757168831926.8542,-75,0
1757168831934.5466,-68,0
1757168831942.239,-68,0
1757168831949.9314,-68,0
1757168831957.6238,-68,0
1757168831965.3162,-82,0
1757168831973.0085,-85,0
1757168831980.701,-66,0
1757168831988.3933,-52,0
1757168831996.0857,-59,0
1757168832003.778,-62,0
1757168832011.4705,-59,0
1757168832019.1628,-59,0
1757168832026.8552,-55,0
1757168832034.5476,-48,0
1757168832042.24,-50,0
1757168832049.9324,-48,0
1757168832057.6248,-48,0
1757168832065.3171,-50,0
1757168832073.0095,-48,0
1757168832080.702,-45,0
1757168832088.3943,-43,0
1757168832096.0867,-41,0
1757168832103.779,-41,0
1757168832111.4714,-41,0
1757168832119.1638,-41,0
1757168832126.8562,-39,0
1757168832134.5486,-34,0
1757168832142.241,-34,0
1757168832149.9333,-41,0
1757168832157.6257,-39,0
1757168832165.318,-32,0
1757168832173.0105,-25,0
1757168832180.703,-25,0
1757168832188.3953,-29,0
1757168832196.0876,-34,0
1757168832203.78,-29,0
1757168832211.4724,-13,0
1757168832219.1648,-2,0
1757168832226.8572,-6,0
1757168832234.5496,-2,0
1757168832242.242,6,0
1757168832249.9343,-6,0
1757168832257.6267,-27,0
1757168832265.319,-29,0
1757168832273.0115,-25,0
1757168832280.7039,-27,0
1757168832288.3962,-27,0
1757168832296.0886,-27,0
1757168832303.781,-62,0
1757168832311.4734,-108,0
1757168832319.1658,13,0
1757168832326.8582,494,0
1757168832334.5505,1170,0
1757168832342.243,1574,0
1757168832349.9353,1188,0
1757168832357.6277,94,0
1757168832365.32,-524,0
1757168832373.0125,-213,0
1757168832380.7048,-27,0
1757168832388.3972,-197,0
1757168832396.0896,-177,0
1757168832403.782,-89,0
1757168832411.4744,-128,0
1757168832419.1667,-133,0
1757168832426.8591,-87,0
1757168832434.5515,-80,0
1757168832442.244,-80,0
1757168832449.9363,-52,0
1757168832457.6287,-41,0
1757168832443.9106,-32,0
1757168832451.603,-13,0
1757168832459.2954,6,0
1757168832466.9878,27,0
1757168832474.6802,48,0
1757168832482.3726,68,0
1757168832490.065,91,0
1757168832497.7573,114,0
1757168832505.4497,140,0
1757168832513.142,160,0
1757168832520.8345,174,0
1757168832528.5269,172,0
1757168832536.2192,156,0
1757168832543.9116,140,0
1757168832551.604,119,0
