ecg,R
21.0,0
23.0,0
18.0,0
16.0,0
11.0,0
9.0,0
14.0,0
4.0,0
-4.0,0
7.0,0
16.0,0
4.0,0
-7.0,0
4.0,0
18.0,0
11.0,0
9.0,0
28.0,0
35.0,0
21.0,0
23.0,0
23.0,0
0.0,0
4.0,0
21.0,0
16.0,0
25.0,0
37.0,0
35.0,0
42.0,0
56.0,0
56.0,0
42.0,0
30.0,0
28.0,0
37.0,0
44.0,0
28.0,0
11.0,0
30.0,0
16.0,0
-51.0,0
25.0,0
448.0,0
936.0,1
798.0,0
-2.0,0
-464.0,0
-239.0,0
-56.0,0
-98.0,0
-46.0,0
14.0,0
-21.0,0
-28.0,0
0.0,0
-4.0,0
-9.0,0
11.0,0
21.0,0
23.0,0
30.0,0
25.0,0
18.0,0
35.0,0
61.0,0
70.0,0
68.0,0
75.0,0
79.0,0
89.0,0
100.0,0
98.0,0
84.0,0
72.0,0
82.0,0
89.0,0
91.0,0
84.0,0
61.0,0
58.0,0
70.0,0
49.0,0
4.0,0
-23.0,0
-14.0,0
0.0,0
-18.0,0
-35.0,0
-18.0,0
-7.0,0
-11.0,0
-9.0,0
0.0,0
16.0,0
39.0,0
46.0,0
32.0,0
21.0,0
25.0,0
35.0,0
32.0,0
14.0,0
-11.0,0
-18.0,0
0.0,0
14.0,0
0.0,0
-16.0,0
-11.0,0
-2.0,0
-2.0,0
-2.0,0
-2.0,0
-4.0,0
-2.0,0
-2.0,0
-4.0,0
-4.0,0
2.0,0
2.0,0
-7.0,0
-4.0,0
11.0,0
9.0,0
-2.0,0
-2.0,0
-4.0,0
-14.0,0
-14.0,0
9.0,0
35.0,0
35.0,0
21.0,0
37.0,0
58.0,0
46.0,0
42.0,0
35.0,0
14.0,0
23.0,0
39.0,0
11.0,0
-4.0,0
16.0,0
18.0,0
-28.0,0
-4.0,0
312.0,0
817.0,0
878.0,1
183.0,0
-464.0,0
-380.0,0
-103.0,0
-79.0,0
-56.0,0
0.0,0
-25.0,0
-30.0,0
4.0,0
11.0,0
4.0,0
11.0,0
21.0,0
21.0,0
28.0,0
53.0,0
65.0,0
61.0,0
58.0,0
70.0,0
89.0,0
105.0,0
100.0,0
82.0,0
82.0,0
98.0,0
105.0,0
107.0,0
93.0,0
82.0,0
96.0,0
100.0,0
86.0,0
77.0,0
65.0,0
49.0,0
28.0,0
0.0,0
-11.0,0
-9.0,0
-4.0,0
-7.0,0
-23.0,0
-11.0,0
18.0,0
23.0,0
11.0,0
14.0,0
23.0,0
25.0,0
25.0,0
23.0,0
18.0,0
18.0,0
28.0,0
23.0,0
9.0,0
2.0,0
7.0,0
7.0,0
-11.0,0
-18.0,0
-4.0,0
4.0,0
2.0,0
0.0,0
-7.0,0
-9.0,0
-2.0,0
-4.0,0
-11.0,0
-7.0,0
2.0,0
9.0,0
16.0,0
2.0,0
-14.0,0
7.0,0
25.0,0
11.0,0
14.0,0
42.0,0
44.0,0
7.0,0
-4.0,0
9.0,0
-2.0,0
-7.0,0
23.0,0
46.0,0
39.0,0
9.0,0
-30.0,0
11.0,0
321.0,0
824.0,0
885.0,1
169.0,0
-504.0,0
-443.0,0
-159.0,0
-103.0,0
-61.0,0
14.0,0
9.0,0
-2.0,0
18.0,0
23.0,0
25.0,0
39.0,0
53.0,0
58.0,0
53.0,0
51.0,0
68.0,0
91.0,0
100.0,0
93.0,0
86.0,0
96.0,0
115.0,0
115.0,0
105.0,0
110.0,0
110.0,0
98.0,0
93.0,0
91.0,0
89.0,0
100.0,0
100.0,0
70.0,0
44.0,0
39.0,0
35.0,0
4.0,0
-32.0,0
-51.0,0
-42.0,0
-16.0,0
-7.0,0
0.0,0
14.0,0
2.0,0
-30.0,0
-39.0,0
-23.0,0
-4.0,0
32.0,0
68.0,0
46.0,0
-2.0,0
0.0,0
14.0,0
-23.0,0
-56.0,0
-37.0,0
16.0,0
56.0,0
32.0,0
9.0,0
28.0,0
30.0,0
4.0,0
-4.0,0
-16.0,0
-49.0,0
-23.0,0
44.0,0
44.0,0
-2.0,0
-7.0,0
-2.0,0
11.0,0
70.0,0
112.0,0
82.0,0
23.0,0
-7.0,0
-9.0,0
18.0,0
82.0,0
117.0,0
84.0,0
30.0,0
-21.0,0
-72.0,0
-91.0,0
65.0,0
584.0,0
1096.0,1
791.0,0
-136.0,0
-488.0,0
-183.0,0
-75.0,0
-131.0,0
-35.0,0
-7.0,0
-77.0,0
-56.0,0
-9.0,0
-23.0,0
-30.0,0
-11.0,0
-2.0,0
18.0,0
37.0,0
-9.0,0
-46.0,0
23.0,0
122.0,0
143.0,0
115.0,0
82.0,0
79.0,0
96.0,0
84.0,0
79.0,0
86.0,0
72.0,0
86.0,0
115.0,0
98.0,0
79.0,0
86.0,0
61.0,0
14.0,0
-9.0,0
-23.0,0
-37.0,0
-39.0,0
-56.0,0
-77.0,0
-63.0,0
2.0,0
53.0,0
7.0,0
-53.0,0
-44.0,0
30.0,0
96.0,0
44.0,0
-30.0,0
-14.0,0
37.0,0
65.0,0
46.0,0
21.0,0
32.0,0
32.0,0
21.0,0
28.0,0
14.0,0
-14.0,0
-2.0,0
16.0,0
-7.0,0
-46.0,0
-53.0,0
-25.0,0
16.0,0
49.0,0
68.0,0
56.0,0
-2.0,0
-56.0,0
-63.0,0
-11.0,0
61.0,0
23.0,0
-72.0,0
-44.0,0
61.0,0
46.0,0
-75.0,0
-56.0,0
314.0,0
871.0,0
948.0,1
220.0,0
-436.0,0
-319.0,0
-39.0,0
-61.0,0
-68.0,0
7.0,0
-4.0,0
-58.0,0
-79.0,0
-61.0,0
-7.0,0
25.0,0
9.0,0
-11.0,0
-2.0,0
30.0,0
21.0,0
-49.0,0
-79.0,0
18.0,0
138.0,0
126.0,0
70.0,0
84.0,0
129.0,0
143.0,0
112.0,0
75.0,0
91.0,0
161.0,0
201.0,0
169.0,0
138.0,0
115.0,0
56.0,0
23.0,0
32.0,0
-2.0,0
-63.0,0
-75.0,0
-35.0,0
-9.0,0
-56.0,0
-86.0,0
-39.0,0
-2.0,0
-11.0,0
-14.0,0
-9.0,0
-44.0,0
-65.0,0
-18.0,0
11.0,0
2.0,0
9.0,0
44.0,0
42.0,0
0.0,0
-4.0,0
-23.0,0
-49.0,0
-14.0,0
-16.0,0
-28.0,0
63.0,0
119.0,0
39.0,0
-23.0,0
-18.0,0
-25.0,0
-23.0,0
16.0,0
0.0,0
-49.0,0
-56.0,0
-72.0,0
-61.0,0
183.0,0
662.0,0
854.0,1
281.0,0
-474.0,0
-558.0,0
-239.0,0
-105.0,0
-70.0,0
-7.0,0
0.0,0
23.0,0
77.0,0
18.0,0
-56.0,0
0.0,0
72.0,0
103.0,0
133.0,0
117.0,0
82.0,0
98.0,0
154.0,0
154.0,0
75.0,0
58.0,0
107.0,0
131.0,0
129.0,0
100.0,0
77.0,0
105.0,0
129.0,0
119.0,0
117.0,0
119.0,0
98.0,0
72.0,0
35.0,0
-35.0,0
-53.0,0
4.0,0
4.0,0
-58.0,0
-46.0,0
7.0,0
11.0,0
-21.0,0
-75.0,0
-98.0,0
-2.0,0
103.0,0
53.0,0
-23.0,0
30.0,0
82.0,0
30.0,0
-37.0,0
-65.0,0
-56.0,0
-30.0,0
-4.0,0
21.0,0
2.0,0
-16.0,0
4.0,0
-16.0,0
-46.0,0
-14.0,0
-11.0,0
-53.0,0
-68.0,0
-61.0,0
-28.0,0
35.0,0
11.0,0
-100.0,0
-53.0,0
295.0,0
809.0,0
948.0,1
281.0,0
-471.0,0
-453.0,0
-122.0,0
-49.0,0
-16.0,0
37.0,0
-25.0,0
-72.0,0
-28.0,0
21.0,0
39.0,0
28.0,0
2.0,0
-7.0,0
2.0,0
25.0,0
56.0,0
96.0,0
107.0,0
93.0,0
91.0,0
65.0,0
25.0,0
86.0,0
183.0,0
143.0,0
103.0,0
187.0,0
213.0,0
140.0,0
117.0,0
96.0,0
51.0,0
96.0,0
150.0,0
65.0,0
-56.0,0
-70.0,0
-58.0,0
-75.0,0
-70.0,0
-77.0,0
-63.0,0
-11.0,0
-37.0,0
-65.0,0
-9.0,0
9.0,0
-32.0,0
-25.0,0
7.0,0
-16.0,0
-68.0,0
-93.0,0
-79.0,0
-7.0,0
42.0,0
14.0,0
51.0,0
131.0,0
77.0,0
-11.0,0
-21.0,0
4.0,0
44.0,0
56.0,0
-18.0,0
-44.0,0
39.0,0
4.0,0
-140.0,0
7.0,0
596.0,0
1023.0,1
605.0,0
-258.0,0
-509.0,0
-201.0,0
-84.0,0
-110.0,0
-65.0,0
-103.0,0
-190.0,0
-133.0,0
21.0,0
93.0,0
63.0,0
44.0,0
105.0,0
164.0,0
161.0,0
107.0,0
14.0,0
-14.0,0
58.0,0
79.0,0
35.0,0
21.0,0
61.0,0
100.0,0
100.0,0
105.0,0
110.0,0
91.0,0
103.0,0
117.0,0
82.0,0
56.0,0
32.0,0
-30.0,0
-58.0,0
-23.0,0
-46.0,0
-86.0,0
-39.0,0
-14.0,0
18.0,0
126.0,0
115.0,0
-53.0,0
-133.0,0
-39.0,0
42.0,0
-23.0,0
-122.0,0
-100.0,0
-7.0,0
23.0,0
-25.0,0
-44.0,0
-14.0,0
4.0,0
32.0,0
56.0,0
25.0,0
4.0,0
-4.0,0
-63.0,0
-110.0,0
-72.0,0
-21.0,0
25.0,0
96.0,0
11.0,0
-143.0,0
133.0,0
805.0,0
1075.0,1
469.0,0
-284.0,0
-338.0,0
-100.0,0
-103.0,0
-183.0,0
-232.0,0
-197.0,0
-63.0,0
11.0,0
2.0,0
16.0,0
30.0,0
-4.0,0
-21.0,0
-4.0,0
-39.0,0
-84.0,0
-39.0,0
68.0,0
173.0,0
204.0,0
166.0,0
164.0,0
161.0,0
112.0,0
110.0,0
169.0,0
208.0,0
152.0,0
53.0,0
65.0,0
107.0,0
28.0,0
-32.0,0
4.0,0
4.0,0
-21.0,0
-18.0,0
-51.0,0
-68.0,0
-39.0,0
-23.0,0
0.0,0
-7.0,0
-96.0,0
-150.0,0
-32.0,0
131.0,0
124.0,0
53.0,0
56.0,0
39.0,0
-23.0,0
-9.0,0
150.0,0
274.0,0
143.0,0
-70.0,0
-68.0,0
61.0,0
61.0,0
-75.0,0
-140.0,0
-63.0,0
-14.0,0
-11.0,0
0.0,0
-56.0,0
-84.0,0
199.0,0
730.0,0
880.0,1
253.0,0
-455.0,0
-511.0,0
-255.0,0
-75.0,0
21.0,0
-7.0,0
-35.0,0
25.0,0
44.0,0
-4.0,0
-32.0,0
16.0,0
112.0,0
152.0,0
75.0,0
-39.0,0
-63.0,0
21.0,0
96.0,0
56.0,0
-4.0,0
30.0,0
86.0,0
96.0,0
100.0,0
115.0,0
122.0,0
122.0,0
96.0,0
65.0,0
42.0,0
7.0,0
30.0,0
98.0,0
91.0,0
46.0,0
37.0,0
-11.0,0
-63.0,0
-21.0,0
23.0,0
-7.0,0
-46.0,0
-16.0,0
53.0,0
25.0,0
-75.0,0
-77.0,0
-23.0,0
-25.0,0
-14.0,0
39.0,0
51.0,0
25.0,0
35.0,0
51.0,0
23.0,0
2.0,0
4.0,0
-25.0,0
-79.0,0
-133.0,0
-100.0,0
7.0,0
53.0,0
58.0,0
65.0,0
37.0,0
93.0,0
493.0,0
1018.0,1
809.0,0
-136.0,0
-579.0,0
-326.0,0
-262.0,0
-326.0,0
-124.0,0
32.0,0
-23.0,0
-58.0,0
4.0,0
49.0,0
51.0,0
49.0,0
46.0,0
9.0,0
-46.0,0
-21.0,0
91.0,0
133.0,0
89.0,0
72.0,0
46.0,0
46.0,0
147.0,0
211.0,0
192.0,0
164.0,0
136.0,0
164.0,0
166.0,0
51.0,0
9.0,0
56.0,0
14.0,0
-18.0,0
18.0,0
-4.0,0
-56.0,0
-28.0,0
65.0,0
72.0,0
-51.0,0
-138.0,0
-107.0,0
-82.0,0
-61.0,0
-44.0,0
-77.0,0
7.0,0
173.0,0
154.0,0
65.0,0
65.0,0
39.0,0
21.0,0
39.0,0
14.0,0
-58.0,0
-126.0,0
-72.0,0
16.0,0
-4.0,0
-21.0,0
4.0,0
9.0,0
16.0,0
-2.0,0
-82.0,0
-51.0,0
312.0,0
814.0,0
833.0,1
115.0,0
-514.0,0
-340.0,0
9.0,0
-37.0,0
-77.0,0
28.0,0
2.0,0
-86.0,0
-79.0,0
-39.0,0
-14.0,0
-11.0,0
-65.0,0
-14.0,0
136.0,0
91.0,0
-2.0,0
107.0,0
164.0,0
103.0,0
107.0,0
70.0,0
9.0,0
44.0,0
72.0,0
61.0,0
77.0,0
147.0,0
232.0,0
201.0,0
91.0,0
63.0,0
124.0,0
126.0,0
0.0,0
-70.0,0
7.0,0
42.0,0
-42.0,0
-93.0,0
-25.0,0
18.0,0
-51.0,0
-98.0,0
-53.0,0
-18.0,0
-21.0,0
-4.0,0
18.0,0
23.0,0
21.0,0
-32.0,0
-91.0,0
-32.0,0
58.0,0
61.0,0
63.0,0
79.0,0
25.0,0
-14.0,0
32.0,0
35.0,0
2.0,0
7.0,0
-2.0,0
-32.0,0
-98.0,0
-173.0,0
75.0,0
727.0,0
1049.0,1
431.0,0
-342.0,0
-356.0,0
-131.0,0
-140.0,0
-103.0,0
-32.0,0
-63.0,0
-68.0,0
-82.0,0
-143.0,0
-65.0,0
70.0,0
39.0,0
0.0,0
42.0,0
28.0,0
30.0,0
119.0,0
107.0,0
35.0,0
61.0,0
89.0,0
63.0,0
53.0,0
56.0,0
72.0,0
117.0,0
122.0,0
112.0,0
122.0,0
110.0,0
56.0,0
23.0,0
46.0,0
35.0,0
-16.0,0
-30.0,0
-39.0,0
-86.0,0
-147.0,0
-173.0,0
-115.0,0
-7.0,0
51.0,0
30.0,0
4.0,0
58.0,0
126.0,0
93.0,0
-21.0,0
-77.0,0
-32.0,0
-16.0,0
-49.0,0
-56.0,0
-75.0,0
-107.0,0
-39.0,0
58.0,0
61.0,0
16.0,0
-4.0,0
-9.0,0
-25.0,0
-44.0,0
-58.0,0
-89.0,0
-110.0,0
-91.0,0
-65.0,0
91.0,0
542.0,0
957.0,1
723.0,0
-23.0,0
-347.0,0
-147.0,0
-84.0,0
-122.0,0
-49.0,0
-58.0,0
-117.0,0
-51.0,0
-7.0,0
-51.0,0
-23.0,0
49.0,0
56.0,0
18.0,0
-2.0,0
-2.0,0
11.0,0
35.0,0
61.0,0
77.0,0
68.0,0
56.0,0
58.0,0
37.0,0
58.0,0
164.0,0
185.0,0
126.0,0
154.0,0
183.0,0
131.0,0
100.0,0
84.0,0
63.0,0
42.0,0
-44.0,0
-143.0,0
-115.0,0
-18.0,0
-23.0,0
-82.0,0
-79.0,0
-79.0,0
-72.0,0
-28.0,0
-11.0,0
-4.0,0
11.0,0
-4.0,0
-32.0,0
-28.0,0
-39.0,0
-68.0,0
-23.0,0
75.0,0
84.0,0
4.0,0
-25.0,0
-4.0,0
2.0,0
18.0,0
25.0,0
9.0,0
37.0,0
37.0,0
-49.0,0
-75.0,0
-25.0,0
-39.0,0
-61.0,0
-14.0,0
-23.0,0
-79.0,0
84.0,0
572.0,0
915.0,1
504.0,0
-274.0,0
-464.0,0
-180.0,0
-79.0,0
-79.0,0
0.0,0
9.0,0
-18.0,0
21.0,0
35.0,0
4.0,0
18.0,0
42.0,0
21.0,0
2.0,0
44.0,0
98.0,0
79.0,0
49.0,0
84.0,0
110.0,0
89.0,0
79.0,0
84.0,0
100.0,0
133.0,0
136.0,0
107.0,0
115.0,0
138.0,0
107.0,0
75.0,0
107.0,0
115.0,0
32.0,0
-21.0,0
-4.0,0
0.0,0
-23.0,0
-42.0,0
-44.0,0
-39.0,0
-32.0,0
-9.0,0
14.0,0
14.0,0
21.0,0
56.0,0
63.0,0
28.0,0
14.0,0
37.0,0
42.0,0
16.0,0
-4.0,0
-9.0,0
-14.0,0
-14.0,0
-9.0,0
-14.0,0
-9.0,0
2.0,0
7.0,0
-9.0,0
-37.0,0
-18.0,0
49.0,0
58.0,0
14.0,0
-2.0,0
-18.0,0
-35.0,0
2.0,0
46.0,0
14.0,0
-70.0,0
-30.0,0
316.0,0
854.0,0
927.0,1
178.0,0
-500.0,0
-366.0,0
-49.0,0
-79.0,0
-103.0,0
-11.0,0
-9.0,0
-30.0,0
2.0,0
23.0,0
14.0,0
9.0,0
21.0,0
44.0,0
51.0,0
21.0,0
4.0,0
28.0,0
49.0,0
61.0,0
82.0,0
105.0,0
100.0,0
91.0,0
105.0,0
122.0,0
119.0,0
98.0,0
93.0,0
107.0,0
103.0,0
103.0,0
96.0,0
53.0,0
9.0,0
-9.0,0
-7.0,0
-11.0,0
-44.0,0
-72.0,0
-51.0,0
-9.0,0
-14.0,0
-58.0,0
-58.0,0
-18.0,0
18.0,0
42.0,0
28.0,0
0.0,0
-16.0,0
4.0,0
63.0,0
79.0,0
32.0,0
-16.0,0
-39.0,0
-21.0,0
18.0,0
11.0,0
-23.0,0
-28.0,0
-11.0,0
7.0,0
11.0,0
0.0,0
-14.0,0
-11.0,0
0.0,0
0.0,0
-2.0,0
-7.0,0
14.0,0
49.0,0
32.0,0
4.0,0
37.0,0
56.0,0
18.0,0
2.0,0
18.0,0
30.0,0
44.0,0
46.0,0
25.0,0
9.0,0
0.0,0
-56.0,0
-75.0,0
223.0,0
838.0,0
1091.0,1
427.0,0
-389.0,0
-403.0,0
-68.0,0
-39.0,0
-79.0,0
-32.0,0
-46.0,0
-56.0,0
2.0,0
4.0,0
-39.0,0
-21.0,0
9.0,0
-4.0,0
-4.0,0
30.0,0
58.0,0
42.0,0
23.0,0
51.0,0
82.0,0
77.0,0
79.0,0
100.0,0
89.0,0
56.0,0
72.0,0
129.0,0
138.0,0
110.0,0
96.0,0
93.0,0
86.0,0
84.0,0
68.0,0
25.0,0
-14.0,0
-21.0,0
-2.0,0
-2.0,0
-35.0,0
