timestamp,ecg
0.0,-223
7.6923076923076925,-223
15.384615384615385,-134
23.076923076923077,-117
30.76923076923077,-148
38.46153846153846,-124
46.15384615384615,-91
53.84615384615385,-80
61.53846153846154,-63
69.23076923076923,-47
76.92307692307692,-42
84.61538461538461,-37
92.3076923076923,-14
100.0,21
107.6923076923077,47
115.38461538461539,58
123.07692307692308,89
130.76923076923077,139
138.46153846153845,174
146.15384615384616,197
153.84615384615384,221
161.53846153846155,233
169.23076923076923,221
176.92307692307693,197
184.6153846153846,174
192.30769230769232,134
200.0,87
207.6923076923077,35
215.3846153846154,-25
223.0769230769231,-70
230.76923076923077,-82
238.46153846153848,-91
246.15384615384616,-115
253.84615384615384,-115
261.53846153846155,-96
269.2307692307692,-91
276.9230769230769,-94
284.61538461538464,-96
292.3076923076923,-96
300.0,-87
307.6923076923077,-73
315.3846153846154,-73
323.0769230769231,-77
330.7692307692308,-63
338.46153846153845,-42
346.1538461538462,-44
353.84615384615387,-54
361.53846153846155,-37
369.2307692307692,-18
376.9230769230769,-28
384.61538461538464,-44
392.3076923076923,-35
400.0,-28
407.6923076923077,-30
415.3846153846154,-25
423.0769230769231,-21
430.7692307692308,-21
438.46153846153845,-18
446.1538461538462,-21
453.84615384615387,-23
461.53846153846155,-16
469.2307692307692,-14
476.92307692307696,-21
484.61538461538464,-25
492.3076923076923,-14
500.0,-4
507.6923076923077,-7
515.3846153846154,-14
523.0769230769231,-11
530.7692307692308,-7
538.4615384615385,-4
546.1538461538462,-4
553.8461538461538,-4
561.5384615384615,2
569.2307692307693,0
576.9230769230769,-14
584.6153846153846,-14
592.3076923076924,-4
600.0,-7
607.6923076923077,-11
615.3846153846154,-14
623.0769230769231,-28
630.7692307692308,-42
638.4615384615385,-35
646.1538461538462,-9
653.8461538461538,21
661.5384615384615,42
669.2307692307693,37
676.9230769230769,28
684.6153846153846,23
692.3076923076924,18
700.0,4
707.6923076923077,-18
715.3846153846154,-40
723.0769230769231,-68
730.7692307692308,-115
738.4615384615385,-65
746.1538461538462,310
753.8461538461538,996
761.5384615384615,1616
769.2307692307693,1691
776.9230769230769,989
784.6153846153846,30
792.3076923076924,-348
800.0,-242
807.6923076923077,-228
815.3846153846154,-235
823.0769230769231,-143
830.7692307692308,-120
838.4615384615385,-136
846.1538461538462,-106
853.8461538461539,-80
861.5384615384615,-73
869.2307692307693,-47
876.9230769230769,-25
884.6153846153846,-21
892.3076923076924,-16
900.0,4
907.6923076923077,28
915.3846153846154,54
923.0769230769231,80
930.7692307692308,110
938.4615384615385,146
946.1538461538462,181
953.8461538461539,209
961.5384615384615,219
969.2307692307693,221
976.9230769230769,228
984.6153846153846,216
992.3076923076924,176
1000.0,141
1007.6923076923077,106
1015.3846153846154,54
1023.0769230769231,2
1030.7692307692307,-23
1038.4615384615386,-37
1046.1538461538462,-56
1053.8461538461538,-63
1061.5384615384617,-58
1069.2307692307693,-56
1076.923076923077,-51
1084.6153846153848,-49
1092.3076923076924,-37
1100.0,-32
1107.6923076923076,-42
1115.3846153846155,-37
1123.076923076923,-18
1130.7692307692307,-16
1138.4615384615386,-18
1146.1538461538462,-7
1153.8461538461538,-4
1161.5384615384617,-14
1169.2307692307693,-9
1176.923076923077,4
1184.6153846153848,-7
1192.3076923076924,-9
1200.0,4
1207.6923076923076,-4
1215.3846153846155,-21
1223.076923076923,-9
1230.7692307692307,0
1238.4615384615386,0
1246.1538461538462,4
1253.8461538461538,0
1261.5384615384617,-7
1269.2307692307693,-4
1276.923076923077,-7
1284.6153846153848,-14
1292.3076923076924,-11
1300.0,-25
1307.6923076923076,-87
1315.3846153846155,-219
1323.076923076923,-353
