timestamp,ecg
0.0,-815
7.6923076923076925,-810
15.384615384615385,-822
23.076923076923077,-855
30.76923076923077,-886
38.46153846153846,-902
46.15384615384615,-926
53.84615384615385,-945
61.53846153846154,-943
69.23076923076923,-943
76.92307692307692,-931
84.61538461538461,-912
92.3076923076923,-902
100.0,-895
107.6923076923077,-888
115.38461538461539,-883
123.07692307692308,-879
130.76923076923077,-864
138.46153846153845,-848
146.15384615384616,-841
153.84615384615384,-843
161.53846153846155,-836
169.23076923076923,-826
176.92307692307693,-817
184.6153846153846,-810
192.30769230769232,-807
200.0,-812
207.6923076923077,-805
215.3846153846154,-784
223.0769230769231,-798
230.76923076923077,-829
238.46153846153848,-803
246.15384615384616,-774
253.84615384615384,-788
261.53846153846155,-779
269.2307692307692,-762
276.9230769230769,-769
284.61538461538464,-772
292.3076923076923,-772
300.0,-777
307.6923076923077,-779
315.3846153846154,-788
323.0769230769231,-798
330.7692307692308,-793
338.46153846153845,-779
346.1538461538462,-765
353.84615384615387,-750
361.53846153846155,-753
369.2307692307692,-777
376.9230769230769,-788
384.61538461538464,-812
392.3076923076923,-843
400.0,-841
407.6923076923077,-831
415.3846153846154,-841
423.0769230769231,-850
430.7692307692308,-857
438.46153846153845,-867
446.1538461538462,-874
453.84615384615387,-876
461.53846153846155,-872
469.2307692307692,-874
476.92307692307696,-888
484.61538461538464,-919
492.3076923076923,-1005
500.0,-1119
507.6923076923077,-1071
515.3846153846154,-696
523.0769230769231,26
530.7692307692308,836
538.4615384615385,853
546.1538461538462,-268
553.8461538461538,-1245
561.5384615384615,-1261
569.2307692307693,-1102
576.9230769230769,-1195
584.6153846153846,-1200
592.3076923076924,-1119
600.0,-1109
607.6923076923077,-1107
615.3846153846154,-1076
623.0769230769231,-1081
630.7692307692308,-1109
638.4615384615385,-1085
646.1538461538462,-1021
653.8461538461538,-998
661.5384615384615,-1002
669.2307692307693,-993
676.9230769230769,-981
684.6153846153846,-962
692.3076923076924,-938
700.0,-924
707.6923076923077,-914
715.3846153846154,-907
723.0769230769231,-898
730.7692307692308,-895
738.4615384615385,-891
746.1538461538462,-853
753.8461538461538,-824
761.5384615384615,-829
769.2307692307693,-817
776.9230769230769,-791
784.6153846153846,-800
792.3076923076924,-831
800.0,-860
807.6923076923077,-895
815.3846153846154,-917
823.0769230769231,-922
830.7692307692308,-931
838.4615384615385,-936
846.1538461538462,-933
853.8461538461539,-941
861.5384615384615,-929
869.2307692307693,-907
876.9230769230769,-898
884.6153846153846,-893
892.3076923076924,-895
900.0,-905
907.6923076923077,-893
915.3846153846154,-874
923.0769230769231,-867
930.7692307692308,-872
938.4615384615385,-874
946.1538461538462,-886
953.8461538461539,-879
961.5384615384615,-857
969.2307692307693,-855
976.9230769230769,-862
984.6153846153846,-867
992.3076923076924,-869
1000.0,-857
1007.6923076923077,-845
1015.3846153846154,-843
1023.0769230769231,-836
1030.7692307692307,-845
1038.4615384615386,-855
1046.1538461538462,-836
1053.8461538461538,-819
1061.5384615384617,-819
1069.2307692307693,-819
1076.923076923077,-817
1084.6153846153848,-819
1092.3076923076924,-810
1100.0,-796
1107.6923076923076,-798
1115.3846153846155,-803
1123.076923076923,-815
1130.7692307692307,-817
1138.4615384615386,-772
1146.1538461538462,-727
1153.8461538461538,-724
1161.5384615384617,-731
1169.2307692307693,-746
1176.923076923077,-758
1184.6153846153848,-758
1192.3076923076924,-762
1200.0,-755
1207.6923076923076,-758
1215.3846153846155,-803
1223.076923076923,-817
1230.7692307692307,-769
1238.4615384615386,-767
1246.1538461538462,-793
1253.8461538461538,-765
1261.5384615384617,-748
1269.2307692307693,-760
1276.923076923077,-736
1284.6153846153848,-731
1292.3076923076924,-819
1300.0,-948
1307.6923076923076,-933
1315.3846153846155,-594
1323.076923076923,125
1330.7692307692307,1014
1338.4615384615386,1223
1346.1538461538462,197
1353.8461538461538,-955
1361.5384615384617,-1109
1369.2307692307693,-886
1376.923076923077,-943
1384.6153846153848,-971
1392.3076923076924,-891
1400.0,-893
1407.6923076923076,-886
1415.3846153846155,-829
1423.076923076923,-810
1430.7692307692307,-810
1438.4615384615386,-788
1446.1538461538462,-781
1453.8461538461538,-767
1461.5384615384617,-734
1469.2307692307693,-715
1476.923076923077,-717
1484.6153846153848,-708
1492.3076923076924,-698
1500.0,-689
