timestamp,ecg
0.0,-68
7.6923076923076925,-73
15.384615384615385,-80
23.076923076923077,-90
30.76923076923077,-90
38.46153846153846,-85
46.15384615384615,-85
53.84615384615385,-83
61.53846153846154,-76
69.23076923076923,-73
76.92307692307692,-78
84.61538461538461,-78
92.3076923076923,-68
100.0,-64
107.6923076923077,-66
115.38461538461539,-73
123.07692307692308,-76
130.76923076923077,-78
138.46153846153845,-71
146.15384615384616,-61
153.84615384615384,-68
161.53846153846155,-80
169.23076923076923,-73
176.92307692307693,-61
184.6153846153846,-73
192.30769230769232,-90
200.0,-83
207.6923076923077,-76
215.3846153846154,-80
223.0769230769231,-78
230.76923076923077,-64
238.46153846153848,-68
246.15384615384616,-173
253.84615384615384,-432
261.53846153846155,-817
269.2307692307692,-1005
276.9230769230769,-456
284.61538461538464,280
292.3076923076923,156
300.0,-211
307.6923076923077,-97
315.3846153846154,-7
323.0769230769231,-109
330.7692307692308,-111
338.46153846153845,-78
346.1538461538462,-104
353.84615384615387,-99
361.53846153846155,-90
369.2307692307692,-114
376.9230769230769,-114
384.61538461538464,-87
392.3076923076923,-97
400.0,-118
407.6923076923077,-102
415.3846153846154,-85
423.0769230769231,-97
430.7692307692308,-102
438.46153846153845,-95
446.1538461538462,-73
453.84615384615387,-52
461.53846153846155,-38
469.2307692307692,-28
476.92307692307696,-23
484.61538461538464,-11
492.3076923076923,0
500.0,-7
507.6923076923077,-19
515.3846153846154,-21
523.0769230769231,-28
530.7692307692308,-28
538.4615384615385,-9
546.1538461538462,9
553.8461538461538,9
561.5384615384615,4
569.2307692307693,4
576.9230769230769,0
584.6153846153846,-2
592.3076923076924,-2
600.0,-19
607.6923076923077,-42
615.3846153846154,-52
623.0769230769231,-61
630.7692307692308,-76
638.4615384615385,-83
646.1538461538462,-95
653.8461538461538,-116
661.5384615384615,-130
669.2307692307693,-114
676.9230769230769,-80
684.6153846153846,-54
692.3076923076924,-59
700.0,-92
707.6923076923077,-106
715.3846153846154,-95
723.0769230769231,-80
730.7692307692308,-71
738.4615384615385,-68
746.1538461538462,-66
753.8461538461538,-64
761.5384615384615,-71
769.2307692307693,-68
776.9230769230769,-52
784.6153846153846,-40
792.3076923076924,-40
800.0,-47
807.6923076923077,-54
815.3846153846154,-54
823.0769230769231,-57
830.7692307692308,-76
838.4615384615385,-73
846.1538461538462,-54
853.8461538461539,-52
861.5384615384615,-52
869.2307692307693,-49
876.9230769230769,-45
884.6153846153846,-38
892.3076923076924,-128
900.0,-437
907.6923076923077,-900
915.3846153846154,-1047
923.0769230769231,-396
930.7692307692308,278
938.4615384615385,85
946.1538461538462,-201
953.8461538461539,-23
961.5384615384615,47
969.2307692307693,-73
976.9230769230769,-73
984.6153846153846,-28
992.3076923076924,-47
1000.0,-52
1007.6923076923077,-40
1015.3846153846154,-52
1023.0769230769231,-64
1030.7692307692307,-68
1038.4615384615386,-73
1046.1538461538462,-78
1053.8461538461538,-97
1061.5384615384617,-104
1069.2307692307693,-97
1076.923076923077,-95
1084.6153846153848,-83
1092.3076923076924,-64
1100.0,-45
1107.6923076923076,-33
1115.3846153846155,-26
1123.076923076923,-26
1130.7692307692307,-28
1138.4615384615386,-30
1146.1538461538462,-38
1153.8461538461538,-47
1161.5384615384617,-47
1169.2307692307693,-42
1176.923076923077,-33
1184.6153846153848,-23
1192.3076923076924,-33
1200.0,-42
1207.6923076923076,-23
1215.3846153846155,-4
1223.076923076923,-9
1230.7692307692307,-14
1238.4615384615386,-14
1246.1538461538462,-26
